,dbID,atcClassification,id
2534,DB02684,Drug,CHEMBL1163074
2535,DB02685,Drug,CHEMBL1231013
2536,DB02686,Drug,
2537,DB02688,Drug,
2538,DB02689,Drug,
2539,DB02690,Drug,CHEMBL123904
2540,DB02691,Drug,
2541,DB02693,Drug,
2542,DB02694,Drug,
2543,DB02695,Drug,
2544,DB02696,Drug,
2545,DB02697,Drug,
2546,DB02698,Drug,
2547,DB02699,Drug,
2548,DB02700,Drug,
2549,DB02701,"A11HA01,A11HA,A11H,A11,A,Drug",CHEMBL1140
2550,DB02702,Drug,CHEMBL57375
2551,DB02703,"S01AA13,S01AA,S01A,S01,S,Drug;D09AA02,D09AA,D09A,D09,D,Drug;J01XC01,J01XC,J01X,J01,J,Drug;D06AX01,D06AX,D06A,D06,D,Drug",CHEMBL374975
2552,DB02704,Drug,
2553,DB02705,Drug,
2554,DB02706,Drug,
2555,DB02707,Drug,
2556,DB02709,Drug,CHEMBL165
2557,DB02710,Drug,
2558,DB02711,Drug,
2559,DB02712,Drug,CHEMBL266497
2560,DB02713,Drug,CHEMBL289004
2561,DB02714,Drug,CHEMBL460741
2562,DB02715,Drug,CHEMBL180300
2563,DB02716,Drug,CHEMBL1234303
2564,DB02717,Drug,
2565,DB02719,Drug,
2566,DB02720,Drug,CHEMBL135302
2567,DB02721,Drug,
2568,DB02722,Drug,
2569,DB02723,Drug,CHEMBL18136
2570,DB02724,Drug,
2571,DB02725,Drug,
2572,DB02726,Drug,CHEMBL47181
2573,DB02727,Drug,CHEMBL308745
2574,DB02728,Drug,CHEMBL155103
2575,DB02729,Drug,CHEMBL11266
2576,DB02730,Drug,
2577,DB02731,Drug,
2578,DB02732,Drug,
2579,DB02733,Drug,CHEMBL23254
2580,DB02734,Drug,
2581,DB02735,Drug,
2582,DB02736,Drug,CHEMBL16081
2583,DB02738,Drug,
2584,DB02740,Drug,CHEMBL582878
2585,DB02741,Drug,CHEMBL309282
2586,DB02742,Drug,CHEMBL1233851
2587,DB02743,Drug,
2588,DB02744,Drug,CHEMBL330572
2589,DB02745,Drug,CHEMBL100259
2590,DB02746,Drug,CHEMBL1045
2591,DB02747,Drug,
2592,DB02749,Drug,CHEMBL1235346
2593,DB02750,Drug,
2594,DB02751,Drug,CHEMBL281593
2595,DB02752,Drug,CHEMBL334226
2596,DB02753,Drug,
2597,DB02754,Drug,CHEMBL113690
2598,DB02755,Drug,
2599,DB02756,Drug,CHEMBL144366
2600,DB02757,Drug,CHEMBL15967
2601,DB02758,Drug,CHEMBL207225
2602,DB02759,Drug,
2603,DB02760,Drug,
2604,DB02761,Drug,
2605,DB02762,Drug,CHEMBL149603
2606,DB02763,Drug,
2607,DB02765,Drug,
2608,DB02766,Drug,
2609,DB02767,Drug,CHEMBL1232858
2610,DB02768,Drug,CHEMBL1236200
2611,DB02770,Drug,
2612,DB02772,Drug,CHEMBL253582
2613,DB02773,Drug,
2614,DB02774,Drug,CHEMBL379652
2615,DB02776,Drug,CHEMBL1208309
2616,DB02777,Drug,
2617,DB02778,Drug,
2618,DB02779,Drug,CHEMBL1180004
2619,DB02780,Drug,
2620,DB02781,Drug,
2621,DB02783,Drug,
2622,DB02784,Drug,
2623,DB02785,Drug,
2624,DB02786,Drug,CHEMBL365468
2625,DB02787,Drug,
2626,DB02788,Drug,
2627,DB02789,Drug,CHEMBL253363
2628,DB02790,Drug,CHEMBL1199734
2629,DB02792,Drug,
2630,DB02793,Drug,
2631,DB02794,Drug,
2632,DB02795,Drug,CHEMBL21932
2633,DB02796,Drug,
2634,DB02797,Drug,CHEMBL20945
2635,DB02798,Drug,
2636,DB02799,Drug,
2637,DB02800,Drug,
2638,DB02801,Drug,CHEMBL190265
2639,DB02802,Drug,
2640,DB02803,Drug,
2641,DB02804,Drug,CHEMBL443030
2642,DB02805,Drug,CHEMBL460901
2643,DB02806,Drug,CHEMBL444144
2644,DB02807,Drug,
2645,DB02808,Drug,
2646,DB02809,Drug,
2647,DB02810,Drug,
2648,DB02811,Drug,
2649,DB02812,Drug,CHEMBL256892
2650,DB02813,Drug,
2651,DB02814,Drug,
2652,DB02816,Drug,
2653,DB02817,Drug,
2654,DB02818,Drug,CHEMBL121915
2655,DB02819,Drug,
2656,DB02820,Drug,
2657,DB02821,Drug,CHEMBL1231652
2658,DB02822,Drug,CHEMBL184410
2659,DB02823,Drug,CHEMBL50300
2660,DB02824,Drug,
2661,DB02825,Drug,
2662,DB02827,Drug,CHEMBL577144
2663,DB02828,Drug,
2664,DB02829,Drug,
2665,DB02830,Drug,CHEMBL125386
2666,DB02831,Drug,
2667,DB02832,Drug,
2668,DB02833,Drug,CHEMBL298445
2669,DB02834,Drug,CHEMBL399598
2670,DB02835,Drug,
2671,DB02836,Drug,
2672,DB02837,Drug,
2673,DB02838,Drug,CHEMBL18591
2674,DB02839,Drug,CHEMBL328910
2675,DB02840,Drug,CHEMBL178130
2676,DB02841,Drug,CHEMBL1234635
2677,DB02842,Drug,CHEMBL287038
2678,DB02843,Drug,
2679,DB02844,Drug,
2680,DB02845,Drug,
2681,DB02846,Drug,CHEMBL1235440
2682,DB02847,Drug,
2683,DB02848,Drug,CHEMBL123678
2684,DB02849,Drug,
2685,DB02850,Drug,CHEMBL1230604
2686,DB02851,Drug,
2687,DB02852,Drug,CHEMBL1232313
2688,DB02853,Drug,CHEMBL80257
2689,DB02854,Drug,CHEMBL85799
2690,DB02855,Drug,
2691,DB02856,Drug,CHEMBL1232511
2692,DB02857,Drug,CHEMBL375655
2693,DB02858,Drug,CHEMBL113381
2694,DB02859,Drug,CHEMBL1235782
2695,DB02860,Drug,CHEMBL430266
2696,DB02861,Drug,
2697,DB02862,Drug,
2698,DB02864,Drug,
2699,DB02865,Drug,
2700,DB02866,Drug,CHEMBL119489
2701,DB02867,Drug,
2702,DB02868,Drug,
2703,DB02869,Drug,
2704,DB02870,Drug,CHEMBL1234871
2705,DB02871,Drug,
2706,DB02872,Drug,CHEMBL407632
2707,DB02873,Drug,CHEMBL94417
2708,DB02875,Drug,CHEMBL92277
2709,DB02876,Drug,
2710,DB02877,Drug,CHEMBL275311
2711,DB02878,Drug,
2712,DB02879,Drug,
2713,DB02880,Drug,CHEMBL38912
2714,DB02881,Drug,
2715,DB02882,Drug,
2716,DB02883,Drug,CHEMBL1232305
2717,DB02884,Drug,CHEMBL383208
2718,DB02885,Drug,
2719,DB02887,Drug,CHEMBL485652
2720,DB02888,Drug,
2721,DB02889,Drug,CHEMBL1230193
2722,DB02890,Drug,CHEMBL383923
2723,DB02891,Drug,CHEMBL357021
2724,DB02892,Drug,
2725,DB02893,Drug,CHEMBL1234268
2726,DB02894,Drug,CHEMBL417656
2727,DB02895,Drug,
2728,DB02896,Drug,CHEMBL388931
2729,DB02897,Drug,
2730,DB02898,Drug,CHEMBL271591
2731,DB02899,Drug,
2732,DB02900,Drug,CHEMBL402001
2733,DB02901,"A14AA01,A14AA,A14A,A14,A,Drug;G03BB02,G03BB,G03B,G03,G,Drug",CHEMBL27769
2734,DB02902,Drug,
2735,DB02903,Drug,
2736,DB02904,Drug,
2737,DB02905,Drug,
2738,DB02906,Drug,
2739,DB02907,Drug,
2740,DB02908,Drug,CHEMBL148732
2741,DB02909,Drug,CHEMBL200238
2742,DB02910,Drug,
2743,DB02911,Drug,
2744,DB02912,Drug,
2745,DB02914,Drug,
2746,DB02915,Drug,CHEMBL48109
2747,DB02916,Drug,CHEMBL471144
2748,DB02917,Drug,
2749,DB02918,Drug,CHEMBL313842
2750,DB02919,Drug,CHEMBL32190
2751,DB02920,Drug,
2752,DB02921,Drug,
2753,DB02922,Drug,CHEMBL84242
2754,DB02923,Drug,
2755,DB02924,Drug,
2756,DB02925,"C03CA03,C03CA,C03C,C03,C,Drug;G01AE10,G01AE,G01A,G01,G,Drug",CHEMBL349803
2757,DB02927,Drug,
2758,DB02928,Drug,
2759,DB02929,Drug,CHEMBL1233797
2760,DB02930,Drug,CHEMBL131890
2761,DB02931,Drug,
2762,DB02932,Drug,CHEMBL63560
2763,DB02933,Drug,CHEMBL551561
2764,DB02934,Drug,CHEMBL1236184
2765,DB02935,Drug,CHEMBL1234162
2766,DB02936,Drug,CHEMBL356752
2767,DB02937,Drug,
2768,DB02938,Drug,CHEMBL320358
2769,DB02940,Drug,
2770,DB02941,Drug,
2771,DB02942,Drug,
2772,DB02943,Drug,
2773,DB02945,Drug,
2774,DB02946,Drug,CHEMBL147792
2775,DB02947,Drug,CHEMBL1229920
2776,DB02948,Drug,CHEMBL203125
2777,DB02949,Drug,
2778,DB02950,Drug,
2779,DB02951,Drug,
2780,DB02952,Drug,CHEMBL1230906
2781,DB02953,Drug,CHEMBL90403
2782,DB02954,Drug,
2783,DB02955,Drug,CHEMBL3186422
2784,DB02956,Drug,
2785,DB02957,Drug,CHEMBL1207358
2786,DB02958,Drug,
2787,DB02959,"N06AX01,N06AX,N06A,N06,N,Drug",CHEMBL350221
2788,DB02960,Drug,
2789,DB02961,Drug,
2790,DB02962,Drug,CHEMBL306226
2791,DB02963,Drug,
2792,DB02964,Drug,CHEMBL489798
2793,DB02965,Drug,
2794,DB02966,Drug,CHEMBL123132
2795,DB02967,Drug,CHEMBL8211
2796,DB02968,Drug,
2797,DB02969,Drug,CHEMBL1236482
2798,DB02970,Drug,
2799,DB02971,Drug,
2800,DB02972,Drug,CHEMBL1178595
2801,DB02973,Drug,
2802,DB02974,Drug,CHEMBL1231913
2803,DB02975,Drug,CHEMBL1766417
2804,DB02976,Drug,
2805,DB02977,Drug,
2806,DB02978,Drug,
2807,DB02979,Drug,
2808,DB02980,Drug,
2809,DB02981,Drug,
2810,DB02982,Drug,
2811,DB02983,Drug,
2812,DB02984,Drug,CHEMBL29641
2813,DB02985,Drug,
2814,DB02986,Drug,
2815,DB02987,Drug,
2816,DB02988,Drug,
2817,DB02989,Drug,CHEMBL62492
2818,DB02990,Drug,
2819,DB02991,Drug,CHEMBL323542
2820,DB02992,Drug,
2821,DB02993,Drug,CHEMBL175367
2822,DB02994,Drug,CHEMBL1231644
2823,DB02995,Drug,
2824,DB02996,Drug,
2825,DB02998,Drug,CHEMBL166444
2826,DB02999,Drug,CHEMBL279956
2827,DB03000,Drug,
2828,DB03001,Drug,CHEMBL1980535
2829,DB03002,Drug,CHEMBL56475
2830,DB03003,Drug,
2831,DB03004,Drug,
2832,DB03005,Drug,CHEMBL117651
2833,DB03006,Drug,CHEMBL351769
2834,DB03007,Drug,
2835,DB03008,Drug,
2836,DB03009,Drug,CHEMBL360376
2837,DB03010,Drug,CHEMBL94657
2838,DB03011,Drug,
2839,DB03012,Drug,CHEMBL422668
2840,DB03013,Drug,CHEMBL467754
2841,DB03015,Drug,
2842,DB03016,Drug,
2843,DB03017,Drug,CHEMBL108766
2844,DB03018,Drug,CHEMBL1230039
2845,DB03019,Drug,
2846,DB03020,Drug,CHEMBL1231859
2847,DB03021,Drug,
2848,DB03022,Drug,
2849,DB03023,Drug,
2850,DB03024,Drug,
2851,DB03025,Drug,
2852,DB03026,Drug,CHEMBL371668
2853,DB03028,Drug,
2854,DB03030,Drug,CHEMBL66526
2855,DB03031,Drug,
2856,DB03032,Drug,
2857,DB03033,Drug,CHEMBL1234479
2858,DB03034,Drug,CHEMBL420937
2859,DB03035,Drug,CHEMBL574060
2860,DB03037,Drug,
2861,DB03038,Drug,
2862,DB03039,Drug,
2863,DB03040,Drug,CHEMBL1234848
2864,DB03041,Drug,CHEMBL228057
2865,DB03042,Drug,
2866,DB03043,Drug,
2867,DB03044,Drug,CHEMBL103667
2868,DB03045,Drug,
2869,DB03046,Drug,CHEMBL321944
2870,DB03047,Drug,
2871,DB03048,Drug,CHEMBL593503
2872,DB03049,Drug,
2873,DB03051,Drug,
2874,DB03052,Drug,CHEMBL267473
2875,DB03053,Drug,
2876,DB03054,Drug,CHEMBL345248
2877,DB03056,Drug,CHEMBL174391
2878,DB03057,Drug,CHEMBL446036
2879,DB03058,Drug,CHEMBL1235999
2880,DB03059,Drug,
2881,DB03060,Drug,
2882,DB03061,Drug,
2883,DB03062,Drug,CHEMBL355497
2884,DB03063,Drug,
2885,DB03064,Drug,
2886,DB03065,Drug,
2887,DB03066,Drug,CHEMBL358850
2888,DB03067,Drug,CHEMBL331057
2889,DB03068,Drug,CHEMBL504567
2890,DB03069,Drug,
2891,DB03070,Drug,CHEMBL451855
2892,DB03071,Drug,
2893,DB03072,Drug,CHEMBL401843
2894,DB03073,Drug,CHEMBL123978
2895,DB03074,Drug,CHEMBL577120
2896,DB03075,Drug,
2897,DB03076,Drug,CHEMBL357057
2898,DB03077,Drug,
2899,DB03078,Drug,CHEMBL148630
2900,DB03079,Drug,
2901,DB03081,Drug,CHEMBL1231689
2902,DB03082,Drug,CHEMBL104166
2903,DB03083,Drug,CHEMBL489156
2904,DB03084,Drug,CHEMBL252967
2905,DB03085,Drug,CHEMBL252557
2906,DB03086,Drug,CHEMBL354739
2907,DB03087,Drug,
2908,DB03088,"A12CC08,A12CC,A12C,A12,A,Drug",CHEMBL397976
2909,DB03090,Drug,
2910,DB03091,Drug,
2911,DB03092,Drug,CHEMBL1233349
2912,DB03093,Drug,CHEMBL324951
2913,DB03094,Drug,
2914,DB03095,Drug,CHEMBL46486
2915,DB03096,Drug,CHEMBL214205
2916,DB03097,Drug,
2917,DB03098,Drug,
2918,DB03099,Drug,
2919,DB03100,Drug,CHEMBL54277
2920,DB03101,Drug,CHEMBL603367
2921,DB03102,Drug,CHEMBL138806
2922,DB03103,Drug,CHEMBL259724
2923,DB03104,Drug,CHEMBL356002
2924,DB03105,Drug,CHEMBL495224
2925,DB03106,Drug,CHEMBL468154
2926,DB03107,Drug,CHEMBL297569
2927,DB03108,Drug,CHEMBL1160945
2928,DB03109,Drug,
2929,DB03110,Drug,CHEMBL108877
2930,DB03111,Drug,
2931,DB03112,Drug,
2932,DB03113,Drug,
2933,DB03114,Drug,CHEMBL24811
2934,DB03115,Drug,
2935,DB03116,Drug,
2936,DB03117,Drug,
2937,DB03118,Drug,CHEMBL473489
2938,DB03120,Drug,CHEMBL541253
2939,DB03121,Drug,CHEMBL148756
2940,DB03124,Drug,
2941,DB03125,Drug,
2942,DB03126,Drug,
2943,DB03127,Drug,
2944,DB03128,"S01EB09,S01EB,S01E,S01,S,Drug",CHEMBL667
2945,DB03129,Drug,
2946,DB03130,Drug,
2947,DB03132,Drug,CHEMBL1161789
2948,DB03133,Drug,
2949,DB03134,Drug,
2950,DB03135,Drug,
2951,DB03136,Drug,
2952,DB03137,Drug,CHEMBL326082
2953,DB03138,Drug,
2954,DB03139,Drug,
2955,DB03140,Drug,CHEMBL82324
2956,DB03141,Drug,CHEMBL362811
2957,DB03142,Drug,
2958,DB03143,Drug,CHEMBL24563
2959,DB03144,Drug,CHEMBL260629
2960,DB03145,Drug,
2961,DB03146,Drug,
2962,DB03147,Drug,CHEMBL1232653
2963,DB03148,Drug,CHEMBL583969
2964,DB03150,Drug,CHEMBL1229914
2965,DB03151,Drug,
2966,DB03152,Drug,
2967,DB03153,Drug,
2968,DB03154,Drug,CHEMBL1161221
2969,DB03155,Drug,
2970,DB03156,Drug,CHEMBL1159524
2971,DB03157,Drug,CHEMBL176072
2972,DB03158,Drug,
2973,DB03159,Drug,CHEMBL96433
2974,DB03160,Drug,
2975,DB03161,Drug,
2976,DB03162,Drug,CHEMBL1232973
2977,DB03163,Drug,
2978,DB03164,Drug,
2979,DB03165,Drug,
2980,DB03166,"S02AA10,S02AA,S02A,S02,S,Drug;G01AD02,G01AD,G01A,G01,G,Drug",CHEMBL539
2981,DB03167,Drug,CHEMBL1235157
2982,DB03168,Drug,
2983,DB03169,Drug,
2984,DB03170,Drug,
2985,DB03171,Drug,CHEMBL74074
2986,DB03172,Drug,CHEMBL267099
2987,DB03173,Drug,CHEMBL64579
2988,DB03174,Drug,
2989,DB03175,"D08AX03,D08AX,D08A,D08,D,Drug;D08AX53,D08AX,D08A,D08,D,Drug",CHEMBL14687
2990,DB03176,Drug,CHEMBL41036
2991,DB03177,Drug,CHEMBL157729
2992,DB03178,Drug,
2993,DB03179,Drug,
2994,DB03180,Drug,
2995,DB03181,Drug,CHEMBL125381
2996,DB03182,Drug,
2997,DB03183,Drug,
2998,DB03184,Drug,
2999,DB03185,Drug,
3000,DB03186,Drug,CHEMBL401150
3001,DB03187,Drug,
3002,DB03189,Drug,
3003,DB03190,Drug,
3004,DB03191,Drug,
3005,DB03192,Drug,
3006,DB03193,Drug,CHEMBL46403
3007,DB03194,Drug,CHEMBL1234283
3008,DB03195,Drug,CHEMBL1160619
3009,DB03196,Drug,
3010,DB03197,Drug,CHEMBL101541
3011,DB03198,Drug,
3012,DB03199,Drug,
3013,DB03200,Drug,
3014,DB03201,Drug,CHEMBL171281
3015,DB03202,Drug,
3016,DB03203,Drug,CHEMBL67166
3017,DB03204,Drug,
3018,DB03205,Drug,CHEMBL1235421
3019,DB03206,Drug,CHEMBL307429
3020,DB03207,Drug,
3021,DB03208,Drug,
3022,DB03209,Drug,CHEMBL181932
3023,DB03210,Drug,
3024,DB03211,Drug,
3025,DB03212,Drug,
3026,DB03213,Drug,
3027,DB03214,Drug,
3028,DB03215,Drug,
3029,DB03216,Drug,
3030,DB03217,Drug,
3031,DB03218,Drug,CHEMBL443455
3032,DB03219,Drug,
3033,DB03220,Drug,CHEMBL93560
3034,DB03221,Drug,
3035,DB03222,Drug,CHEMBL335538
3036,DB03223,Drug,
3037,DB03224,Drug,
3038,DB03225,Drug,CHEMBL292303
3039,DB03226,Drug,CHEMBL116675
3040,DB03227,Drug,
3041,DB03228,Drug,CHEMBL281812
3042,DB03229,Drug,CHEMBL445647
3043,DB03230,Drug,
3044,DB03231,Drug,CHEMBL297273
3045,DB03232,Drug,
3046,DB03233,Drug,CHEMBL1160597
3047,DB03234,Drug,CHEMBL65230
3048,DB03235,Drug,
3049,DB03236,Drug,
3050,DB03237,Drug,
3051,DB03238,Drug,
3052,DB03239,Drug,
3053,DB03240,Drug,CHEMBL337577
3054,DB03241,Drug,
3055,DB03242,Drug,
3056,DB03243,Drug,CHEMBL1232666
3057,DB03244,Drug,
3058,DB03245,Drug,
3059,DB03246,Drug,
3060,DB03247,Drug,CHEMBL1201794
3061,DB03248,Drug,
3062,DB03249,Drug,
3063,DB03250,Drug,
3064,DB03251,Drug,CHEMBL164138
3065,DB03252,Drug,CHEMBL319497
3066,DB03253,Drug,
3067,DB03254,Drug,CHEMBL14145
3068,DB03255,"C05BB05,C05BB,C05B,C05,C,Drug;R02AA19,R02AA,R02A,R02,R,Drug;N01BX03,N01BX,N01B,N01,N,Drug;D08AE03,D08AE,D08A,D08,D,Drug",CHEMBL14060
3069,DB03256,Drug,CHEMBL1232801
3070,DB03257,Drug,CHEMBL183817
3071,DB03258,Drug,CHEMBL560403
3072,DB03259,Drug,
3073,DB03260,Drug,CHEMBL303004
3074,DB03262,Drug,CHEMBL353861
3075,DB03263,Drug,
3076,DB03264,Drug,
3077,DB03266,Drug,CHEMBL1235482
3078,DB03267,Drug,CHEMBL120293
3079,DB03268,Drug,CHEMBL358866
3080,DB03269,Drug,
3081,DB03270,Drug,
3082,DB03272,Drug,
3083,DB03273,Drug,
3084,DB03274,Drug,
3085,DB03275,Drug,
3086,DB03276,Drug,CHEMBL291678
3087,DB03277,Drug,CHEMBL1234363
3088,DB03278,Drug,
3089,DB03279,Drug,CHEMBL1234048
3090,DB03280,Drug,CHEMBL1236157
3091,DB03281,Drug,
3092,DB03283,Drug,
3093,DB03284,Drug,
3094,DB03285,Drug,CHEMBL129795
3095,DB03286,Drug,
3096,DB03287,Drug,
3097,DB03288,Drug,
3098,DB03289,Drug,
3099,DB03290,Drug,
3100,DB03291,Drug,
3101,DB03292,Drug,CHEMBL1231023
3102,DB03293,Drug,CHEMBL34921
3103,DB03294,Drug,CHEMBL334167
3104,DB03295,Drug,
3105,DB03296,Drug,
3106,DB03297,Drug,CHEMBL1171433
3107,DB03298,Drug,CHEMBL26128
3108,DB03299,Drug,
3109,DB03300,Drug,
3110,DB03301,Drug,
3111,DB03302,Drug,CHEMBL357452
3112,DB03303,Drug,
3113,DB03304,Drug,CHEMBL1235432
3114,DB03305,Drug,CHEMBL11471
3115,DB03306,Drug,CHEMBL25186
3116,DB03307,Drug,
3117,DB03308,Drug,CHEMBL303296
3118,DB03309,Drug,
3119,DB03310,Drug,CHEMBL1372
3120,DB03311,Drug,CHEMBL1232829
3121,DB03312,"J05AB15,J05AB,J05A,J05,J,Drug",CHEMBL31634
3122,DB03313,Drug,CHEMBL482858
3123,DB03314,Drug,CHEMBL559973
3124,DB03315,Drug,
3125,DB03316,Drug,CHEMBL453716
3126,DB03317,Drug,
3127,DB03318,Drug,
3128,DB03319,Drug,
3129,DB03320,Drug,
3130,DB03321,Drug,CHEMBL52270
3131,DB03322,Drug,CHEMBL275742
3132,DB03323,Drug,
3133,DB03325,Drug,CHEMBL1163085
3134,DB03326,Drug,
3135,DB03327,Drug,
3136,DB03328,Drug,
3137,DB03329,Drug,CHEMBL1235541
3138,DB03330,Drug,
3139,DB03331,Drug,CHEMBL303934
3140,DB03332,Drug,
3141,DB03333,Drug,
3142,DB03335,Drug,
3143,DB03336,Drug,CHEMBL387347
3144,DB03337,Drug,CHEMBL1233097
3145,DB03338,Drug,
3146,DB03339,Drug,
3147,DB03340,Drug,
3148,DB03341,Drug,
3149,DB03342,Drug,
3150,DB03343,Drug,
3151,DB03344,Drug,
3152,DB03345,Drug,CHEMBL254951
3153,DB03346,Drug,CHEMBL83116
3154,DB03347,Drug,CHEMBL1236251
3155,DB03348,Drug,CHEMBL245079
3156,DB03349,Drug,CHEMBL1230617
3157,DB03350,Drug,
3158,DB03351,Drug,CHEMBL151958
3159,DB03352,Drug,
3160,DB03353,Drug,CHEMBL1233598
3161,DB03354,Drug,CHEMBL540929
3162,DB03355,Drug,CHEMBL1163068
3163,DB03357,Drug,CHEMBL58910
3164,DB03358,Drug,
3165,DB03359,Drug,
3166,DB03360,Drug,CHEMBL1234599
3167,DB03361,Drug,
3168,DB03362,Drug,
3169,DB03363,Drug,
3170,DB03364,Drug,
3171,DB03365,Drug,CHEMBL127907
3172,DB03366,Drug,CHEMBL540
3173,DB03367,Drug,CHEMBL508461
3174,DB03368,Drug,CHEMBL176467
3175,DB03369,Drug,CHEMBL83088
3176,DB03370,Drug,CHEMBL328139
3177,DB03371,Drug,
3178,DB03372,Drug,
3179,DB03373,Drug,
3180,DB03374,Drug,CHEMBL1236469
3181,DB03376,Drug,CHEMBL1163065
3182,DB03378,Drug,
3183,DB03379,Drug,CHEMBL1088324
3184,DB03380,Drug,
3185,DB03381,Drug,CHEMBL1235338
3186,DB03382,Drug,
3187,DB03383,Drug,CHEMBL99889
3188,DB03384,Drug,
3189,DB03385,Drug,CHEMBL1230309
3190,DB03386,Drug,
3191,DB03387,Drug,
3192,DB03388,Drug,CHEMBL355048
3193,DB03389,Drug,
3194,DB03390,Drug,
3195,DB03391,Drug,
3196,DB03392,Drug,CHEMBL1233057
3197,DB03393,Drug,CHEMBL410807
3198,DB03394,Drug,
3199,DB03395,Drug,CHEMBL300337
3200,DB03396,Drug,
3201,DB03397,Drug,CHEMBL388154
3202,DB03399,Drug,
3203,DB03400,Drug,
3204,DB03401,Drug,CHEMBL279107
3205,DB03402,Drug,
3206,DB03403,Drug,CHEMBL307679
3207,DB03404,"B06AB01,B06AB,B06A,B06,B,Drug",
3208,DB03405,Drug,
3209,DB03406,Drug,
3210,DB03407,Drug,CHEMBL42423
3211,DB03408,Drug,CHEMBL460831
3212,DB03409,Drug,
3213,DB03410,Drug,CHEMBL301141
3214,DB03411,Drug,CHEMBL406973
3215,DB03412,Drug,CHEMBL1233976
3216,DB03413,Drug,CHEMBL9519
3217,DB03414,Drug,
3218,DB03415,Drug,
3219,DB03416,Drug,CHEMBL1236378
3220,DB03417,Drug,
3221,DB03418,Drug,
3222,DB03419,Drug,CHEMBL566
3223,DB03420,Drug,
3224,DB03421,Drug,
3225,DB03422,Drug,CHEMBL1236484
3226,DB03423,Drug,
3227,DB03424,Drug,CHEMBL29292
3228,DB03425,Drug,
3229,DB03426,Drug,
3230,DB03427,Drug,
3231,DB03428,Drug,CHEMBL258805
3232,DB03429,Drug,
3233,DB03430,Drug,
3234,DB03432,Drug,
3235,DB03433,Drug,
3236,DB03434,Drug,CHEMBL1234443
3237,DB03435,Drug,CHEMBL130266
3238,DB03436,Drug,
3239,DB03437,Drug,
3240,DB03438,Drug,
3241,DB03439,Drug,
3242,DB03440,Drug,CHEMBL226117
3243,DB03441,Drug,
3244,DB03442,Drug,
3245,DB03443,Drug,
3246,DB03444,Drug,CHEMBL409450
3247,DB03445,Drug,
3248,DB03446,Drug,
3249,DB03447,Drug,
3250,DB03448,Drug,
3251,DB03449,Drug,CHEMBL293212
3252,DB03450,Drug,
3253,DB03451,Drug,CHEMBL432600
3254,DB03452,Drug,
3255,DB03453,Drug,CHEMBL419362
3256,DB03454,Drug,CHEMBL1173328
3257,DB03455,Drug,
3258,DB03456,Drug,
3259,DB03458,Drug,CHEMBL1235825
3260,DB03459,Drug,CHEMBL504802
3261,DB03460,Drug,
3262,DB03461,Drug,CHEMBL295069
3263,DB03462,Drug,CHEMBL993
3264,DB03464,Drug,
3265,DB03466,Drug,CHEMBL81273
3266,DB03467,Drug,CHEMBL9352
3267,DB03468,Drug,CHEMBL26717
3268,DB03469,Drug,
3269,DB03470,Drug,
3270,DB03471,Drug,
3271,DB03472,Drug,
3272,DB03473,Drug,
3273,DB03474,Drug,
3274,DB03475,Drug,CHEMBL307189
3275,DB03476,Drug,
3276,DB03477,Drug,CHEMBL1235806
3277,DB03478,Drug,
3278,DB03479,Drug,CHEMBL593791
3279,DB03480,Drug,CHEMBL220467
3280,DB03481,Drug,
3281,DB03482,Drug,
3282,DB03483,Drug,
3283,DB03484,Drug,
3284,DB03485,Drug,CHEMBL609880
3285,DB03486,Drug,CHEMBL1164951
3286,DB03487,Drug,
3287,DB03488,Drug,CHEMBL593830
3288,DB03489,Drug,
3289,DB03490,Drug,CHEMBL1234009
3290,DB03491,Drug,CHEMBL1232205
3291,DB03492,Drug,
3292,DB03493,Drug,CHEMBL1234293
3293,DB03495,Drug,CHEMBL1233515
3294,DB03496,Drug,CHEMBL428690
3295,DB03497,Drug,CHEMBL28885
3296,DB03498,Drug,
3297,DB03499,Drug,CHEMBL225986
3298,DB03500,Drug,CHEMBL1173462
3299,DB03501,Drug,CHEMBL439009
3300,DB03502,Drug,
3301,DB03503,Drug,CHEMBL300461
3302,DB03504,Drug,CHEMBL112896
3303,DB03505,Drug,
3304,DB03506,Drug,
3305,DB03507,Drug,
3306,DB03508,Drug,
3307,DB03509,Drug,
3308,DB03510,Drug,
3309,DB03511,Drug,
3310,DB03512,Drug,
3311,DB03513,Drug,
3312,DB03514,Drug,CHEMBL1232595
3313,DB03515,Drug,CHEMBL225546
3314,DB03516,Drug,CHEMBL355200
3315,DB03517,Drug,
3316,DB03518,Drug,CHEMBL1794734
3317,DB03520,Drug,
3318,DB03522,Drug,
3319,DB03523,Drug,CHEMBL38434
3320,DB03524,Drug,
3321,DB03525,Drug,CHEMBL358860
3322,DB03526,Drug,
3323,DB03528,Drug,CHEMBL1236872
3324,DB03530,Drug,
3325,DB03531,Drug,
3326,DB03532,Drug,
3327,DB03533,Drug,
3328,DB03534,Drug,CHEMBL109420
3329,DB03535,Drug,CHEMBL79993
3330,DB03536,Drug,
3331,DB03537,Drug,
3332,DB03539,Drug,
3333,DB03540,Drug,
3334,DB03541,Drug,CHEMBL389051
3335,DB03542,Drug,
3336,DB03543,Drug,
3337,DB03544,Drug,
3338,DB03546,Drug,
3339,DB03548,Drug,
3340,DB03549,Drug,
